X,Y,Z,Norm,R_Cell
-9.74,6.35,-4.08,7.695,1
-7.74,6.35,-4.08,7.564,1
-5.74,6.35,-4.08,7.951,1
-11.74,-6.35,-2.45,7.653,1
-9.74,-6.35,-2.45,6.97,1
-7.74,-6.35,-2.45,6.825,1
-5.74,-6.35,-2.45,7.251,1
-12.74,-4.62,-2.45,6.899,1
-10.74,-4.62,-2.45,5.796,1
-8.74,-4.62,-2.45,5.253,1
-6.74,-4.62,-2.45,5.44,1
-4.74,-4.62,-2.45,6.293,1
-2.74,-4.62,-2.45,7.589,1
-13.74,-2.89,-2.45,6.679,1
-11.74,-2.89,-2.45,5.158,1
-9.74,-2.89,-2.45,4.075,1
-7.74,-2.89,-2.45,3.822,1
-5.74,-2.89,-2.45,4.539,1
-3.74,-2.89,-2.45,5.883,1
-1.74,-2.89,-2.45,7.524,1
-14.74,-1.15,-2.45,7.041,1
-12.74,-1.15,-2.45,5.251,1
-10.74,-1.15,-2.45,3.684,1
-8.74,-1.15,-2.45,2.752,1
-6.74,-1.15,-2.45,3.094,1
-4.74,-1.15,-2.45,4.424,1
-2.74,-1.15,-2.45,6.13,1
-0.74,-1.15,-2.45,7.973,1
-15.74,0.58,-2.45,7.911,1
-13.74,0.58,-2.45,6.049,1
-11.74,0.58,-2.45,4.311,1
-9.74,0.58,-2.45,2.931,1
-7.74,0.58,-2.45,2.567,1
-5.74,0.58,-2.45,3.548,1
-3.74,0.58,-2.45,5.156,1
-1.74,0.58,-2.45,6.971,1
-14.74,2.31,-2.45,7.32,1
-12.74,2.31,-2.45,5.62,1
-10.74,2.31,-2.45,4.194,1
-8.74,2.31,-2.45,3.404,1
-6.74,2.31,-2.45,3.686,1
-4.74,2.31,-2.45,4.857,1
-2.74,2.31,-2.45,6.449,1
-13.74,4.04,-2.45,7.251,1
-11.74,4.04,-2.45,5.88,1
-9.74,4.04,-2.45,4.957,1
-7.74,4.04,-2.45,4.751,1
-5.74,4.04,-2.45,5.345,1
-3.74,4.04,-2.45,6.525,1
-12.74,5.77,-2.45,7.717,1
-10.74,5.77,-2.45,6.749,1
-8.74,5.77,-2.45,6.289,1
-6.74,5.77,-2.45,6.446,1
-4.74,5.77,-2.45,7.18,1
-7.74,7.51,-2.45,7.915,1
-9.74,-7.51,-0.82,7.702,1
-7.74,-7.51,-0.82,7.571,1
-5.74,-7.51,-0.82,7.958,1
-12.74,-5.77,-0.82,7.363,1
-10.74,-5.77,-0.82,6.342,1
-8.74,-5.77,-0.82,5.849,1
-6.74,-5.77,-0.82,6.018,1
-4.74,-5.77,-0.82,6.798,1
-13.74,-4.04,-0.82,6.873,1
-11.74,-4.04,-0.82,5.408,1
-9.74,-4.04,-0.82,4.387,1
-7.74,-4.04,-0.82,4.153,1
-5.74,-4.04,-0.82,4.821,1
-3.74,-4.04,-0.82,6.103,1
-1.74,-4.04,-0.82,7.697,1
-14.74,-2.31,-0.82,6.947,1
-12.74,-2.31,-0.82,5.124,1
-10.74,-2.31,-0.82,3.501,1
-8.74,-2.31,-0.82,2.502,1
-6.74,-2.31,-0.82,2.874,1
-4.74,-2.31,-0.82,4.273,1
-2.74,-2.31,-0.82,6.022,1
-0.74,-2.31,-0.82,7.89,1
-15.74,-0.58,-0.82,7.567,1
-13.74,-0.58,-0.82,5.591,1
-11.74,-0.58,-0.82,3.641,1
-9.74,-0.58,-0.82,1.805,1
-7.74,-0.58,-0.82,1.122,1
-5.74,-0.58,-0.82,2.694,1
-3.74,-0.58,-0.82,4.611,1
-1.74,-0.58,-0.82,6.577,1
-14.74,1.15,-0.82,6.652,1
-12.74,1.15,-0.82,4.716,1
-10.74,1.15,-0.82,2.871,1
-8.74,1.15,-0.82,1.498,1
-6.74,1.15,-0.82,2.06,1
-4.74,1.15,-0.82,3.774,1
-2.74,1.15,-0.82,5.678,1
-0.74,1.15,-0.82,7.632,1
-13.74,2.89,-0.82,6.267,1
-11.74,2.89,-0.82,4.612,1
-9.74,2.89,-0.82,3.358,1
-7.74,2.89,-0.82,3.045,1
-5.74,2.89,-0.82,3.908,1
-3.74,2.89,-0.82,5.411,1
-1.74,2.89,-0.82,7.161,1
-12.74,4.62,-0.82,6.501,1
-10.74,4.62,-0.82,5.317,1
-8.74,4.62,-0.82,4.719,1
-6.74,4.62,-0.82,4.926,1
-4.74,4.62,-0.82,5.854,1
-2.74,4.62,-0.82,7.23,1
-11.74,6.35,-0.82,7.297,1
-9.74,6.35,-0.82,6.576,1
-7.74,6.35,-0.82,6.422,1
-5.74,6.35,-0.82,6.873,1
-3.74,6.35,-0.82,7.826,1
-11.74,-6.35,0.82,7.297,1
-9.74,-6.35,0.82,6.576,1
-7.74,-6.35,0.82,6.422,1
-5.74,-6.35,0.82,6.873,1
-3.74,-6.35,0.82,7.826,1
-12.74,-4.62,0.82,6.501,1
-10.74,-4.62,0.82,5.317,1
-8.74,-4.62,0.82,4.719,1
-6.74,-4.62,0.82,4.926,1
-4.74,-4.62,0.82,5.854,1
-2.74,-4.62,0.82,7.23,1
-13.74,-2.89,0.82,6.267,1
-11.74,-2.89,0.82,4.612,1
-9.74,-2.89,0.82,3.358,1
-7.74,-2.89,0.82,3.045,1
-5.74,-2.89,0.82,3.908,1
-3.74,-2.89,0.82,5.411,1
-1.74,-2.89,0.82,7.161,1
-14.74,-1.15,0.82,6.652,1
-12.74,-1.15,0.82,4.716,1
-10.74,-1.15,0.82,2.871,1
-8.74,-1.15,0.82,1.498,1
-6.74,-1.15,0.82,2.06,1
-4.74,-1.15,0.82,3.774,1
-2.74,-1.15,0.82,5.678,1
-0.74,-1.15,0.82,7.632,1
-15.74,0.58,0.82,7.567,1
-13.74,0.58,0.82,5.591,1
-11.74,0.58,0.82,3.641,1
-9.74,0.58,0.82,1.805,1
-7.74,0.58,0.82,1.122,1
-5.74,0.58,0.82,2.694,1
-3.74,0.58,0.82,4.611,1
-1.74,0.58,0.82,6.577,1
-14.74,2.31,0.82,6.947,1
-12.74,2.31,0.82,5.124,1
-10.74,2.31,0.82,3.501,1
-8.74,2.31,0.82,2.502,1
-6.74,2.31,0.82,2.874,1
-4.74,2.31,0.82,4.273,1
-2.74,2.31,0.82,6.022,1
-0.74,2.31,0.82,7.89,1
-13.74,4.04,0.82,6.873,1
-11.74,4.04,0.82,5.408,1
-9.74,4.04,0.82,4.387,1
-7.74,4.04,0.82,4.153,1
-5.74,4.04,0.82,4.821,1
-3.74,4.04,0.82,6.103,1
-1.74,4.04,0.82,7.697,1
-12.74,5.77,0.82,7.363,1
-10.74,5.77,0.82,6.342,1
-8.74,5.77,0.82,5.849,1
-6.74,5.77,0.82,6.018,1
-4.74,5.77,0.82,6.798,1
-9.74,7.51,0.82,7.702,1
-7.74,7.51,0.82,7.571,1
-5.74,7.51,0.82,7.958,1
-7.74,-7.51,2.45,7.915,1
-12.74,-5.77,2.45,7.717,1
-10.74,-5.77,2.45,6.749,1
-8.74,-5.77,2.45,6.289,1
-6.74,-5.77,2.45,6.446,1
-4.74,-5.77,2.45,7.18,1
-13.74,-4.04,2.45,7.251,1
-11.74,-4.04,2.45,5.88,1
-9.74,-4.04,2.45,4.957,1
-7.74,-4.04,2.45,4.751,1
-5.74,-4.04,2.45,5.345,1
-3.74,-4.04,2.45,6.525,1
-14.74,-2.31,2.45,7.32,1
-12.74,-2.31,2.45,5.62,1
-10.74,-2.31,2.45,4.194,1
-8.74,-2.31,2.45,3.404,1
-6.74,-2.31,2.45,3.686,1
-4.74,-2.31,2.45,4.857,1
-2.74,-2.31,2.45,6.449,1
-15.74,-0.58,2.45,7.911,1
-13.74,-0.58,2.45,6.049,1
-11.74,-0.58,2.45,4.311,1
-9.74,-0.58,2.45,2.931,1
-7.74,-0.58,2.45,2.567,1
-5.74,-0.58,2.45,3.548,1
-3.74,-0.58,2.45,5.156,1
-1.74,-0.58,2.45,6.971,1
-14.74,1.15,2.45,7.041,1
-12.74,1.15,2.45,5.251,1
-10.74,1.15,2.45,3.684,1
-8.74,1.15,2.45,2.752,1
-6.74,1.15,2.45,3.094,1
-4.74,1.15,2.45,4.424,1
-2.74,1.15,2.45,6.13,1
-0.74,1.15,2.45,7.973,1
-13.74,2.89,2.45,6.679,1
-11.74,2.89,2.45,5.158,1
-9.74,2.89,2.45,4.075,1
-7.74,2.89,2.45,3.822,1
-5.74,2.89,2.45,4.539,1
-3.74,2.89,2.45,5.883,1
-1.74,2.89,2.45,7.524,1
-12.74,4.62,2.45,6.899,1
-10.74,4.62,2.45,5.796,1
-8.74,4.62,2.45,5.253,1
-6.74,4.62,2.45,5.44,1
-4.74,4.62,2.45,6.293,1
-2.74,4.62,2.45,7.589,1
-11.74,6.35,2.45,7.653,1
-9.74,6.35,2.45,6.97,1
-7.74,6.35,2.45,6.825,1
-5.74,6.35,2.45,7.251,1
-9.74,-6.35,4.08,7.695,1
-7.74,-6.35,4.08,7.564,1
-5.74,-6.35,4.08,7.951,1
-12.74,-4.62,4.08,7.632,1
-10.74,-4.62,4.08,6.651,1
-8.74,-4.62,4.08,6.184,1
-6.74,-4.62,4.08,6.344,1
-4.74,-4.62,4.08,7.088,1
-13.74,-2.89,4.08,7.433,1
-11.74,-2.89,4.08,6.103,1
-9.74,-2.89,4.08,5.22,1
-7.74,-2.89,4.08,5.025,1
-5.74,-2.89,4.08,5.59,1
-3.74,-2.89,4.08,6.727,1
-14.74,-1.15,4.08,7.76,1
-12.74,-1.15,4.08,6.182,1
-10.74,-1.15,4.08,4.921,1
-8.74,-1.15,4.08,4.268,1
-6.74,-1.15,4.08,4.497,1
-4.74,-1.15,4.08,5.497,1
-2.74,-1.15,4.08,6.944,1
-13.74,0.58,4.08,6.873,1
-11.74,0.58,4.08,5.407,1
-9.74,0.58,4.08,4.386,1
-7.74,0.58,4.08,4.151,1
-5.74,0.58,4.08,4.82,1
-3.74,0.58,4.08,6.102,1
-1.74,0.58,4.08,7.696,1
-12.74,2.31,4.08,6.499,1
-10.74,2.31,4.08,5.313,1
-8.74,2.31,4.08,4.715,1
-6.74,2.31,4.08,4.923,1
-4.74,2.31,4.08,5.851,1
-2.74,2.31,4.08,7.227,1
-13.74,4.04,4.08,7.951,1
-11.74,4.04,4.08,6.724,1
-9.74,4.04,4.08,5.934,1
-7.74,4.04,4.08,5.764,1
-5.74,4.04,4.08,6.262,1
-3.74,4.04,4.08,7.295,1
-10.74,5.77,4.08,7.496,1
-8.74,5.77,4.08,7.084,1
-6.74,5.77,4.08,7.224,1
-4.74,5.77,4.08,7.886,1
-11.74,-4.04,5.72,7.829,1
-9.74,-4.04,5.72,7.162,1
-7.74,-4.04,5.72,7.021,1
-5.74,-4.04,5.72,7.436,1
-12.74,-2.31,5.72,7.636,1
-10.74,-2.31,5.72,6.656,1
-8.74,-2.31,5.72,6.189,1
-6.74,-2.31,5.72,6.349,1
-4.74,-2.31,5.72,7.093,1
-13.74,-0.58,5.72,7.956,1
-11.74,-0.58,5.72,6.731,1
-9.74,-0.58,5.72,5.942,1
-7.74,-0.58,5.72,5.771,1
-5.74,-0.58,5.72,6.269,1
-3.74,-0.58,5.72,7.301,1
-12.74,1.15,5.72,7.368,1
-10.74,1.15,5.72,6.348,1
-8.74,1.15,5.72,5.856,1
-6.74,1.15,5.72,6.024,1
-4.74,1.15,5.72,6.804,1
-11.74,2.89,5.72,7.302,1
-9.74,2.89,5.72,6.582,1
-7.74,2.89,5.72,6.428,1
-5.74,2.89,5.72,6.879,1
-3.74,2.89,5.72,7.831,1
-10.74,4.62,5.72,7.766,1
-8.74,4.62,5.72,7.37,1
-6.74,4.62,5.72,7.504,1
-7.74,-2.89,7.35,7.914,1
-10.74,-1.15,7.35,7.848,1
-8.74,-1.15,7.35,7.456,1
-6.74,-1.15,7.35,7.589,1
-9.74,0.58,7.35,7.524,1
-7.74,0.58,7.35,7.39,1
-5.74,0.58,7.35,7.785,1
-8.74,2.31,7.35,7.721,1
-6.74,2.31,7.35,7.849,1
7.74,-2.31,-7.35,7.721,1
9.74,-2.31,-7.35,7.849,1
6.74,-0.58,-7.35,7.524,1
8.74,-0.58,-7.35,7.39,1
10.74,-0.58,-7.35,7.785,1
5.74,1.15,-7.35,7.848,1
7.74,1.15,-7.35,7.456,1
9.74,1.15,-7.35,7.589,1
8.74,2.89,-7.35,7.914,1
5.74,-4.62,-5.72,7.766,1
7.74,-4.62,-5.72,7.37,1
9.74,-4.62,-5.72,7.504,1
4.74,-2.89,-5.72,7.302,1
6.74,-2.89,-5.72,6.582,1
8.74,-2.89,-5.72,6.428,1
10.74,-2.89,-5.72,6.879,1
12.74,-2.89,-5.72,7.831,1
3.74,-1.15,-5.72,7.368,1
5.74,-1.15,-5.72,6.348,1
7.74,-1.15,-5.72,5.856,1
9.74,-1.15,-5.72,6.024,1
11.74,-1.15,-5.72,6.804,1
2.74,0.58,-5.72,7.956,1
4.74,0.58,-5.72,6.731,1
6.74,0.58,-5.72,5.942,1
8.74,0.58,-5.72,5.771,1
10.74,0.58,-5.72,6.269,1
12.74,0.58,-5.72,7.301,1
3.74,2.31,-5.72,7.636,1
5.74,2.31,-5.72,6.656,1
7.74,2.31,-5.72,6.189,1
9.74,2.31,-5.72,6.349,1
11.74,2.31,-5.72,7.093,1
4.74,4.04,-5.72,7.829,1
6.74,4.04,-5.72,7.162,1
8.74,4.04,-5.72,7.021,1
10.74,4.04,-5.72,7.436,1
5.74,-5.77,-4.08,7.496,1
7.74,-5.77,-4.08,7.084,1
9.74,-5.77,-4.08,7.224,1
11.74,-5.77,-4.08,7.886,1
2.74,-4.04,-4.08,7.951,1
4.74,-4.04,-4.08,6.724,1
6.74,-4.04,-4.08,5.934,1
8.74,-4.04,-4.08,5.764,1
10.74,-4.04,-4.08,6.262,1
12.74,-4.04,-4.08,7.295,1
3.74,-2.31,-4.08,6.499,1
5.74,-2.31,-4.08,5.313,1
7.74,-2.31,-4.08,4.715,1
9.74,-2.31,-4.08,4.923,1
11.74,-2.31,-4.08,5.851,1
13.74,-2.31,-4.08,7.227,1
2.74,-0.58,-4.08,6.873,1
4.74,-0.58,-4.08,5.407,1
6.74,-0.58,-4.08,4.386,1
8.74,-0.58,-4.08,4.151,1
10.74,-0.58,-4.08,4.82,1
12.74,-0.58,-4.08,6.102,1
14.74,-0.58,-4.08,7.696,1
1.74,1.15,-4.08,7.76,1
3.74,1.15,-4.08,6.182,1
5.74,1.15,-4.08,4.921,1
7.74,1.15,-4.08,4.268,1
9.74,1.15,-4.08,4.497,1
11.74,1.15,-4.08,5.497,1
13.74,1.15,-4.08,6.944,1
2.74,2.89,-4.08,7.433,1
4.74,2.89,-4.08,6.103,1
6.74,2.89,-4.08,5.22,1
8.74,2.89,-4.08,5.025,1
10.74,2.89,-4.08,5.59,1
12.74,2.89,-4.08,6.727,1
3.74,4.62,-4.08,7.632,1
5.74,4.62,-4.08,6.651,1
7.74,4.62,-4.08,6.184,1
9.74,4.62,-4.08,6.344,1
11.74,4.62,-4.08,7.088,1
6.74,6.35,-4.08,7.695,1
8.74,6.35,-4.08,7.564,1
10.74,6.35,-4.08,7.951,1
4.74,-6.35,-2.45,7.653,1
6.74,-6.35,-2.45,6.97,1
8.74,-6.35,-2.45,6.825,1
10.74,-6.35,-2.45,7.251,1
3.74,-4.62,-2.45,6.899,1
5.74,-4.62,-2.45,5.796,1
7.74,-4.62,-2.45,5.253,1
9.74,-4.62,-2.45,5.44,1
11.74,-4.62,-2.45,6.293,1
13.74,-4.62,-2.45,7.589,1
2.74,-2.89,-2.45,6.679,1
4.74,-2.89,-2.45,5.158,1
6.74,-2.89,-2.45,4.075,1
8.74,-2.89,-2.45,3.822,1
10.74,-2.89,-2.45,4.539,1
12.74,-2.89,-2.45,5.883,1
14.74,-2.89,-2.45,7.524,1
1.74,-1.15,-2.45,7.041,1
3.74,-1.15,-2.45,5.251,1
5.74,-1.15,-2.45,3.684,1
7.74,-1.15,-2.45,2.752,1
9.74,-1.15,-2.45,3.094,1
11.74,-1.15,-2.45,4.424,1
13.74,-1.15,-2.45,6.13,1
15.74,-1.15,-2.45,7.973,1
0.74,0.58,-2.45,7.911,1
2.74,0.58,-2.45,6.049,1
4.74,0.58,-2.45,4.311,1
6.74,0.58,-2.45,2.931,1
8.74,0.58,-2.45,2.567,1
10.74,0.58,-2.45,3.548,1
12.74,0.58,-2.45,5.156,1
14.74,0.58,-2.45,6.971,1
1.74,2.31,-2.45,7.32,1
3.74,2.31,-2.45,5.62,1
5.74,2.31,-2.45,4.194,1
7.74,2.31,-2.45,3.404,1
9.74,2.31,-2.45,3.686,1
11.74,2.31,-2.45,4.857,1
13.74,2.31,-2.45,6.449,1
2.74,4.04,-2.45,7.251,1
4.74,4.04,-2.45,5.88,1
6.74,4.04,-2.45,4.957,1
8.74,4.04,-2.45,4.751,1
10.74,4.04,-2.45,5.345,1
12.74,4.04,-2.45,6.525,1
3.74,5.77,-2.45,7.717,1
5.74,5.77,-2.45,6.749,1
7.74,5.77,-2.45,6.289,1
9.74,5.77,-2.45,6.446,1
11.74,5.77,-2.45,7.18,1
8.74,7.51,-2.45,7.915,1
6.74,-7.51,-0.82,7.702,1
8.74,-7.51,-0.82,7.571,1
10.74,-7.51,-0.82,7.958,1
3.74,-5.77,-0.82,7.363,1
5.74,-5.77,-0.82,6.342,1
7.74,-5.77,-0.82,5.849,1
9.74,-5.77,-0.82,6.018,1
11.74,-5.77,-0.82,6.798,1
2.74,-4.04,-0.82,6.873,1
4.74,-4.04,-0.82,5.408,1
6.74,-4.04,-0.82,4.387,1
8.74,-4.04,-0.82,4.153,1
10.74,-4.04,-0.82,4.821,1
12.74,-4.04,-0.82,6.103,1
14.74,-4.04,-0.82,7.697,1
1.74,-2.31,-0.82,6.947,1
3.74,-2.31,-0.82,5.124,1
5.74,-2.31,-0.82,3.501,1
7.74,-2.31,-0.82,2.502,1
9.74,-2.31,-0.82,2.874,1
11.74,-2.31,-0.82,4.273,1
13.74,-2.31,-0.82,6.022,1
15.74,-2.31,-0.82,7.89,1
0.74,-0.58,-0.82,7.567,1
2.74,-0.58,-0.82,5.591,1
4.74,-0.58,-0.82,3.641,1
6.74,-0.58,-0.82,1.805,1
8.74,-0.58,-0.82,1.122,1
10.74,-0.58,-0.82,2.694,1
12.74,-0.58,-0.82,4.611,1
14.74,-0.58,-0.82,6.577,1
1.74,1.15,-0.82,6.652,1
3.74,1.15,-0.82,4.716,1
5.74,1.15,-0.82,2.871,1
7.74,1.15,-0.82,1.498,1
9.74,1.15,-0.82,2.06,1
11.74,1.15,-0.82,3.774,1
13.74,1.15,-0.82,5.678,1
15.74,1.15,-0.82,7.632,1
2.74,2.89,-0.82,6.267,1
4.74,2.89,-0.82,4.612,1
6.74,2.89,-0.82,3.358,1
8.74,2.89,-0.82,3.045,1
10.74,2.89,-0.82,3.908,1
12.74,2.89,-0.82,5.411,1
14.74,2.89,-0.82,7.161,1
3.74,4.62,-0.82,6.501,1
5.74,4.62,-0.82,5.317,1
7.74,4.62,-0.82,4.719,1
9.74,4.62,-0.82,4.926,1
11.74,4.62,-0.82,5.854,1
13.74,4.62,-0.82,7.23,1
4.74,6.35,-0.82,7.297,1
6.74,6.35,-0.82,6.576,1
8.74,6.35,-0.82,6.422,1
10.74,6.35,-0.82,6.873,1
12.74,6.35,-0.82,7.826,1
4.74,-6.35,0.82,7.297,1
6.74,-6.35,0.82,6.576,1
8.74,-6.35,0.82,6.422,1
10.74,-6.35,0.82,6.873,1
12.74,-6.35,0.82,7.826,1
3.74,-4.62,0.82,6.501,1
5.74,-4.62,0.82,5.317,1
7.74,-4.62,0.82,4.719,1
9.74,-4.62,0.82,4.926,1
11.74,-4.62,0.82,5.854,1
13.74,-4.62,0.82,7.23,1
2.74,-2.89,0.82,6.267,1
4.74,-2.89,0.82,4.612,1
6.74,-2.89,0.82,3.358,1
8.74,-2.89,0.82,3.045,1
10.74,-2.89,0.82,3.908,1
12.74,-2.89,0.82,5.411,1
14.74,-2.89,0.82,7.161,1
1.74,-1.15,0.82,6.652,1
3.74,-1.15,0.82,4.716,1
5.74,-1.15,0.82,2.871,1
7.74,-1.15,0.82,1.498,1
9.74,-1.15,0.82,2.06,1
11.74,-1.15,0.82,3.774,1
13.74,-1.15,0.82,5.678,1
15.74,-1.15,0.82,7.632,1
0.74,0.58,0.82,7.567,1
2.74,0.58,0.82,5.591,1
4.74,0.58,0.82,3.641,1
6.74,0.58,0.82,1.805,1
8.74,0.58,0.82,1.122,1
10.74,0.58,0.82,2.694,1
12.74,0.58,0.82,4.611,1
14.74,0.58,0.82,6.577,1
1.74,2.31,0.82,6.947,1
3.74,2.31,0.82,5.124,1
5.74,2.31,0.82,3.501,1
7.74,2.31,0.82,2.502,1
9.74,2.31,0.82,2.874,1
11.74,2.31,0.82,4.273,1
13.74,2.31,0.82,6.022,1
15.74,2.31,0.82,7.89,1
2.74,4.04,0.82,6.873,1
4.74,4.04,0.82,5.408,1
6.74,4.04,0.82,4.387,1
8.74,4.04,0.82,4.153,1
10.74,4.04,0.82,4.821,1
12.74,4.04,0.82,6.103,1
14.74,4.04,0.82,7.697,1
3.74,5.77,0.82,7.363,1
5.74,5.77,0.82,6.342,1
7.74,5.77,0.82,5.849,1
9.74,5.77,0.82,6.018,1
11.74,5.77,0.82,6.798,1
6.74,7.51,0.82,7.702,1
8.74,7.51,0.82,7.571,1
10.74,7.51,0.82,7.958,1
8.74,-7.51,2.45,7.915,1
3.74,-5.77,2.45,7.717,1
5.74,-5.77,2.45,6.749,1
7.74,-5.77,2.45,6.289,1
9.74,-5.77,2.45,6.446,1
11.74,-5.77,2.45,7.18,1
2.74,-4.04,2.45,7.251,1
4.74,-4.04,2.45,5.88,1
6.74,-4.04,2.45,4.957,1
8.74,-4.04,2.45,4.751,1
10.74,-4.04,2.45,5.345,1
12.74,-4.04,2.45,6.525,1
1.74,-2.31,2.45,7.32,1
3.74,-2.31,2.45,5.62,1
5.74,-2.31,2.45,4.194,1
7.74,-2.31,2.45,3.404,1
9.74,-2.31,2.45,3.686,1
11.74,-2.31,2.45,4.857,1
13.74,-2.31,2.45,6.449,1
0.74,-0.58,2.45,7.911,1
2.74,-0.58,2.45,6.049,1
4.74,-0.58,2.45,4.311,1
6.74,-0.58,2.45,2.931,1
8.74,-0.58,2.45,2.567,1
10.74,-0.58,2.45,3.548,1
12.74,-0.58,2.45,5.156,1
14.74,-0.58,2.45,6.971,1
1.74,1.15,2.45,7.041,1
3.74,1.15,2.45,5.251,1
5.74,1.15,2.45,3.684,1
7.74,1.15,2.45,2.752,1
9.74,1.15,2.45,3.094,1
11.74,1.15,2.45,4.424,1
13.74,1.15,2.45,6.13,1
15.74,1.15,2.45,7.973,1
2.74,2.89,2.45,6.679,1
4.74,2.89,2.45,5.158,1
6.74,2.89,2.45,4.075,1
8.74,2.89,2.45,3.822,1
10.74,2.89,2.45,4.539,1
12.74,2.89,2.45,5.883,1
14.74,2.89,2.45,7.524,1
3.74,4.62,2.45,6.899,1
5.74,4.62,2.45,5.796,1
7.74,4.62,2.45,5.253,1
9.74,4.62,2.45,5.44,1
11.74,4.62,2.45,6.293,1
13.74,4.62,2.45,7.589,1
4.74,6.35,2.45,7.653,1
6.74,6.35,2.45,6.97,1
8.74,6.35,2.45,6.825,1
10.74,6.35,2.45,7.251,1
6.74,-6.35,4.08,7.695,1
8.74,-6.35,4.08,7.564,1
10.74,-6.35,4.08,7.951,1
3.74,-4.62,4.08,7.632,1
5.74,-4.62,4.08,6.651,1
7.74,-4.62,4.08,6.184,1
9.74,-4.62,4.08,6.344,1
11.74,-4.62,4.08,7.088,1
2.74,-2.89,4.08,7.433,1
4.74,-2.89,4.08,6.103,1
6.74,-2.89,4.08,5.22,1
8.74,-2.89,4.08,5.025,1
10.74,-2.89,4.08,5.59,1
12.74,-2.89,4.08,6.727,1
1.74,-1.15,4.08,7.76,1
3.74,-1.15,4.08,6.182,1
5.74,-1.15,4.08,4.921,1
7.74,-1.15,4.08,4.268,1
9.74,-1.15,4.08,4.497,1
11.74,-1.15,4.08,5.497,1
13.74,-1.15,4.08,6.944,1
2.74,0.58,4.08,6.873,1
4.74,0.58,4.08,5.407,1
6.74,0.58,4.08,4.386,1
8.74,0.58,4.08,4.151,1
10.74,0.58,4.08,4.82,1
12.74,0.58,4.08,6.102,1
14.74,0.58,4.08,7.696,1
3.74,2.31,4.08,6.499,1
5.74,2.31,4.08,5.313,1
7.74,2.31,4.08,4.715,1
9.74,2.31,4.08,4.923,1
11.74,2.31,4.08,5.851,1
13.74,2.31,4.08,7.227,1
