X,Y,Z,R_Cell
-2.5,-2.89,8.98,1
-0.5,-2.89,8.98,1
1.5,-2.89,8.98,1
3.5,-2.89,8.98,1
5.5,-2.89,8.98,1
-5.5,-1.15,8.98,1
-3.5,-1.15,8.98,1
-1.5,-1.15,8.98,1
0.5,-1.15,8.98,1
2.5,-1.15,8.98,1
4.5,-1.15,8.98,1
-4.5,0.58,8.98,1
-2.5,0.58,8.98,1
-0.5,0.58,8.98,1
1.5,0.58,8.98,1
3.5,0.58,8.98,1
5.5,0.58,8.98,1
-5.5,2.31,8.98,1
-3.5,2.31,8.98,1
-1.5,2.31,8.98,1
0.5,2.31,8.98,1
2.5,2.31,8.98,1
4.5,2.31,8.98,1
-4.5,4.04,8.98,1
-2.5,4.04,8.98,1
-0.5,4.04,8.98,1
1.5,4.04,8.98,1
3.5,4.04,8.98,1
-1.5,5.77,8.98,1
0.5,5.77,8.98,1
2.5,5.77,8.98,1
-1.5,-2.31,10.61,1
0.5,-2.31,10.61,1
-2.5,-0.58,10.61,1
-0.5,-0.58,10.61,1
1.5,-0.58,10.61,1
-1.5,1.15,10.61,1
0.5,1.15,10.61,1
2.5,1.15,10.61,1
